Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Sector,Analyst Rating,Exponential Moving Average (8) 1 week,Exponential Moving Average (13) 1 week,Exponential Moving Average (21) 1 week,Change from Open % 1 week,Performance % 1 month
NVDA,NVIDIA Corporation,184.77,USD,1.1606898439638678,178502699,0.8000428843393838,4489910849963.522,USD,Electronic technology,Strong buy,183.41401228911855,183.6710995964888,182.14353921357375,4.490188316462137,4.572980927047378
AAPL,Apple Inc.,260.83,USD,0.3655533323072144,30520255,0.7333176223988551,3829281726449.0625,USD,Electronic technology,Strong buy,261.9179429167602,262.22131972123185,259.9674338859478,2.010246783214043,-5.878319861431878
GOOG,Alphabet Inc.,306.93,USD,0.30064376981144925,14349791,0.6755431600289442,3715269822382.421,USD,Technology services,Strong buy,311.24020735028716,309.4270913144633,299.2725037959365,4.350043347442507,-6.237971590041245
GOOGL,Alphabet Inc.,307.04,USD,0.22196109152631113,23196453,0.714469170414956,3712355310877.9097,USD,Technology services,Strong buy,311.18316709138406,309.2199338093738,298.9088772001359,4.307650495991306,-6.155632984901273
MSFT,Microsoft Corporation,405.76,USD,-0.8915268312938214,31634798,0.8533431301580636,3013023211950.753,USD,Technology services,Strong buy,416.36711184763294,430.7573461156194,446.1616166028653,0.20868577355740597,1.65219896534014
AMZN,"Amazon.com, Inc.",214.33,USD,0.3934610520399098,35553594,0.7216517639329012,2300815655362.7065,USD,Retail trade,Strong buy,216.45366710753652,219.7291467305564,221.90106024732063,1.843668329769553,5.737543167242241
META,"Meta Platforms, Inc.",654.07,USD,1.031835524181724,9838947,0.8173690199173441,1654506370862.8389,USD,Technology services,Strong buy,653.5501819736751,656.3877794822595,661.5474404008902,3.0388481048552376,-1.7160287908157836
AVGO,Broadcom Inc.,342.58,USD,-0.9168474331164183,29481751,0.910556180671253,1624265621494.272,USD,Electronic technology,Strong buy,334.22516101682265,336.25763955317103,334.6084673185763,4.68449197860962,7.022805373320826
TSLA,"Tesla, Inc.",399.235,USD,0.1392093909902696,59123695,0.9964319163777778,1498102115992.7856,USD,Consumer durables,Buy,412.36499186627657,417.9346614565514,416.3967396802131,2.3548263043199595,-0.4078628981964205
BRK.B,Berkshire Hathaway Inc. New,494.14,USD,-0.6154465004022531,3593920,0.5909763564401462,1065720395960.9105,USD,Finance,Buy,497.234723938393,496.89721548283507,496.34005984823494,-0.15356637704586604,-1.9913522948153477
BRK.A,Berkshire Hathaway Inc.,740000.0,USD,-0.6977992485238862,142,0.741514360313316,1064837311012.131,USD,Finance,Buy,745961.1852006667,745649.7272443095,744889.3088889661,-0.13535707682694942,-1.701887035516345
WMT,Walmart Inc.,125.12,USD,0.6273122084606733,18768085,0.9223030884944242,997227264691.809,USD,Retail trade,Strong buy,124.03331437207504,121.42112370617045,117.51917288435438,1.1573428410887023,-1.7047686385419134
LLY,Eli Lilly and Company,1001.35,USD,-0.6981425837225641,1660568,0.5879278309814056,944630968116.5273,USD,Health technology,Strong buy,1022.956522321428,1018.38659409758,993.6377125498934,1.4652088885286139,-5.175189393939392
JPM/PL,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 4.625% Non-Cumulative Preferred Stock, Series LL",19.67,USD,-0.05081300813007119,91485,0.35435349128341154,781923690121.0,USD,Finance,,19.80496438768528,19.840324924815604,19.880108188875845,0.05086469989827855,-0.2535496957403507
