Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Sector,Analyst Rating,Exponential Moving Average (8) 1 week,Exponential Moving Average (13) 1 week,Exponential Moving Average (21) 1 week,Change from Open % 1 week,Performance % 1 month
NVDA,NVIDIA Corporation,181.145,USD,-1.0893305667795001,104386637,0.6134168030789238,4401823485329.57,USD,Electronic technology,Strong buy,182.608456733563,183.15324245363166,181.81399375902828,2.440196799185657,-5.87425305274096
AAPL,Apple Inc.,251.48,USD,-1.6734438536127625,17207755,0.47811395009111496,3692012919492.2593,USD,Electronic technology,Strong buy,259.84016513898246,260.88560543551756,259.1174338859478,-1.6465250889749337,-8.451191321283607
GOOGL,Alphabet Inc.,300.73,USD,-0.929006753417886,12952745,0.4743459883153312,3636098940024.509,USD,Technology services,Strong buy,309.78094486916183,308.3185052379452,298.33524083649957,2.164016850115506,-5.71840611969778
GOOG,Alphabet Inc.,300.03,USD,-1.0487780746017634,9010009,0.5218474579315351,3631703098620.9805,USD,Technology services,Strong buy,309.7068740169538,308.441377028749,298.6452310686637,2.0041817532765505,-5.934913468773517
MSFT,Microsoft Corporation,396.23,USD,-1.4009854178071954,14633487,0.47733877532966446,2942256834273.716,USD,Technology services,Strong buy,414.24933406985514,429.3959175441908,445.29525296650166,-2.1448946075102184,-4.792455097014475
AMZN,"Amazon.com, Inc.",207.08,USD,-1.1692836348016937,19684331,0.44557544347083317,2222987406697.058,USD,Retail trade,Strong buy,214.8425559964254,218.69343244484213,221.24196933822972,-1.6013304822998224,-0.47101797558396125
META,"Meta Platforms, Inc.",613.36,USD,-3.889184869472553,11914433,1.0501369830727931,1551528113235.2542,USD,Technology services,Strong buy,644.5035153070085,650.5720651965452,657.8465313099812,-3.374397429030524,-8.997032640949552
AVGO,Broadcom Inc.,323.58,USD,-3.6878292704705906,15092437,0.5078822493149299,1532043866895.0283,USD,Electronic technology,Strong buy,330.0029387946004,333.5433538388853,332.88119459130354,-1.121466768525597,-6.695501730103814
TSLA,"Tesla, Inc.",394.07,USD,-0.23796865902129005,38951102,0.6663803040348416,1478720869387.1172,USD,Consumer durables,Buy,411.2172140884988,417.19680431369426,415.9271942256677,1.0306370978079686,-7.917888563049852
BRK.A,Berkshire Hathaway Inc.,736075.6601,USD,-0.07457524520617966,97,0.5382907880133185,1059761385742.3021,USD,Finance,Buy,745089.1096673333,745089.1072585953,744532.5507162388,-0.6649554590197368,-2.1222880869860097
BRK.B,Berkshire Hathaway Inc. New,490.945,USD,-0.19211612352355065,1406484,0.25302373094562564,1058514803259.4891,USD,Finance,Buy,496.52472393839304,496.44078691140646,496.0496053027804,-0.799151343705796,-1.6831881445879702
WMT,Walmart Inc.,126.08,USD,0.598420170749222,6914676,0.37677024517891067,1004878669056.4749,USD,Retail trade,Strong buy,124.24664770540838,121.5582665633133,117.6064456116271,1.933486136544621,-0.48541773550652745
LLY,Eli Lilly and Company,990.4,USD,1.345612688667176,1097064,0.46618572308135287,934301190624.6516,USD,Health technology,Strong buy,1020.5231889880946,1016.8223083832943,992.6422580044389,0.3556627385017571,-3.5041402825133976
JPM,JP Morgan Chase & Co.,283.84,USD,0.33581957651383526,4820061,0.4748254851256199,765525736124.8428,USD,Finance,Strong buy,300.05101607826316,303.7247296731898,304.3694222078012,-0.5814360770578021,-12.189085509219167
