Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Sector,Analyst Rating,Exponential Moving Average (8) 1 week,Exponential Moving Average (13) 1 week,Exponential Moving Average (21) 1 week,Performance % 1 week,Performance % 1 month,Performance % YTD,SMA 5,SMA 20,SMA 50,SMA 200,PE Ratio TTM,EPS Forecast Next FY,EPS Growth YoY TTM
NVDA,NVIDIA Corporation,212.17,USD,0.5735684489950604,87926860,0.7594597066502441,5113297162732.056,USD,Electronic technology,Strong buy,216.3688994658581,213.835835264353,209.65173032697456,-8.982883617176451,-6.43617842259608,11.765480548897717,216.68999999999983,218.81049999999996,213.2389999999998,197.78650000000005,26.82097438879478,9.2584,125.14871211043119
AAPL,Apple Inc.,331.34,USD,-0.5223970217365226,31722019,0.6947502454084188,4835635302713.473,USD,Electronic technology,Buy,321.20537468330434,315.9575177250685,307.89833366056547,4.490696941028052,8.281045751633979,21.70208076986648,327.72000000000037,319.27099999999996,318.8368,285.51124999999985,37.983331995918974,8.829018,32.60922440789274
GOOG,Alphabet Inc.,341.43,USD,-1.2380318764282123,13349433,0.8534646600372247,4200050604511.915,USD,Technology services,Strong buy,341.763165004752,343.65795653906315,342.4041201244017,2.8434591403355514,-0.8220530994016104,7.506533581032159,336.27200000000005,338.14500000000004,344.49959999999976,335.81905000000006,17.152718120299618,20.587499,112.01789423230548
MSFT,Microsoft Corporation,497.12,USD,-1.640252468293073,17785396,0.978229797701247,3691387161043.772,USD,Technology services,Strong buy,482.41529571531316,466.70506412168334,452.72906573753596,0.8336544897669447,0.15412356075792252,2.6291070119842717,496.4499999999998,495.77299999999997,458.1748000000002,431.51525000000044,27.701806591104127,19.728245,31.54908515130189
AMZN,"Amazon.com, Inc.",248.42,USD,-2.0194052220556933,36241842,1.2137542391410672,2679536165489.4194,USD,Retail trade,Strong buy,256.2476875133652,254.96613691450608,251.66986192499016,-3.2161293464497995,-6.212364322793776,7.383072533932733,252.606,257.8604999999997,255.55539999999993,240.02775000000003,19.981339381947457,12.782655,89.7295812477109
META,"Meta Platforms, Inc.",670.24,USD,0.6971153846153826,19495386,0.9740815399878762,1707440448603.0466,USD,Technology services,Strong buy,618.4596088008558,611.7086278047386,611.5149337330896,8.768997330433859,12.271767898422056,1.1339545060168224,656.3879999999999,595.3180000000004,603.9552000000002,623.6637500000004,25.246631534935233,31.383994,-3.857269092594742
AVGO,Broadcom Inc.,339.27,USD,-1.580993269900222,24763876,0.7982451953007518,1619549416076.549,USD,Electronic technology,Strong buy,366.9091252265699,373.17851697876836,374.96008026501215,-6.71066199216334,-17.644916982231287,-3.8282191198355884,354.238,362.42224999999974,382.0780999999995,369.80765000000014,43.3118010519328,11.672925,100.12263042256397
TSLA,"Tesla, Inc.",356.58,USD,-0.6657937989247132,30296308,0.7480920242210264,1408329690643.165,USD,Consumer durables,Buy,356.27925604519146,361.03434381367566,369.19455741777705,-0.1442193253896143,4.162650074489528,-22.110091743119273,362.4719999999995,356.8287499999998,352.5447000000003,398.31730000000005,331.3016816872619,1.685055,-37.67083622886263
LLY,Eli Lilly and Company,1136.11,USD,-0.1906385072214282,1886000,0.8555831838255402,1069485192036.6333,USD,Health technology,Strong buy,1156.747394301862,1150.4172466612617,1127.1814128217902,0.27449249779345986,-4.849205618043408,5.547194351542159,1127.4599999999996,1178.6779999999997,1181.8630000000003,1065.3208999999995,38.60498622112127,36.410765,95.1428306190653
MU,"Micron Technology, Inc.",927.6,USD,0.3863510924970023,20399452,0.8014308785563724,1047625041613.9048,USD,Electronic technology,Strong buy,947.1309968406281,922.0467263241911,858.6096554542914,-10.497877267464306,-5.281215537311606,214.30749682337992,966.414,956.2177500000004,926.4362999999998,629.0830750000002,20.999680793985345,73.369537,697.287150515315
