Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Sector,Analyst Rating,Exponential Moving Average (8) 1 week,Exponential Moving Average (13) 1 week,Exponential Moving Average (21) 1 week,Performance % 1 week,Performance % 1 month,Performance % YTD,SMA 5,SMA 20,SMA 50,SMA 200,PE Ratio TTM,EPS Forecast Next FY,EPS Growth YoY TTM
NVDA,NVIDIA Corporation,225.07,USD,0.21818505654999584,89891323,0.845015206783205,5424187044224.28,USD,Electronic technology,Strong buy,220.04815637467976,216.67745063475155,211.88810195014216,2.607704581718714,5.8455605718585435,18.56085547975873,226.28199999999984,221.7545,215.97699999999983,199.4732500000001,28.45169772204384,9.274498,125.14871211043119
AAPL,Apple Inc.,341.07,USD,1.5331031197904195,29986612,0.7642912492963955,4977637064987.001,USD,Electronic technology,Buy,326.4476370993602,320.1315458051607,311.3098074600182,0.9366537932259128,9.91621011923944,25.27593616278856,338.5480000000004,329.3959999999999,321.832,287.76659999999987,39.09873557025438,8.82979,32.60922440789274
GOOG,Alphabet Inc.,341.08,USD,0.6106014571841518,13844861,0.7300503961827377,4194000516378.5405,USD,Technology services,Strong buy,342.12641228764664,343.6545749926664,342.5300265593734,-2.8870793235009518,-0.611923771781579,7.396328599766998,342.67,338.8015000000001,342.00319999999994,336.7876,17.135134863579047,20.600102,112.01789423230548
MSFT,Microsoft Corporation,516.17,USD,3.663165505191483,38181936,1.5982370288356316,3832843717981.997,USD,Technology services,Strong buy,489.33905716129294,473.36250394103473,458.2203903399087,3.655879429277155,5.805063031669557,6.561929044045536,502.85999999999984,500.04050000000007,475.81160000000006,432.0609000000001,28.763359969685823,19.734472,31.54908515130189
AMZN,"Amazon.com, Inc.",249.67,USD,0.11628839522014277,34243838,0.8934805196294755,2693019182240.6523,USD,Retail trade,Strong buy,255.7003001647161,254.8573010287603,251.9252463780902,-1.284991301597343,-4.441680221988324,7.92340278378144,252.35,254.30600000000004,256.17499999999995,240.84785,20.081881505075366,12.771716,89.7295812477109
META,"Meta Platforms, Inc.",751.66,USD,-3.334662225594473,25795664,0.9631741891285558,1914858526791.8064,USD,Technology services,Strong buy,647.2836463512829,631.151885057123,623.8843199226435,9.154540965989945,27.33309616980909,13.419593345656184,750.2379999999997,660.8590000000005,615.7462000000002,626.4721500000006,28.31356388689039,31.225836,-3.857269092594742
AVGO,Broadcom Inc.,352.81,USD,0.6992807398104774,16245918,0.6330310324086093,1684184288539.9102,USD,Electronic technology,Strong buy,366.945862830542,372.5144431246586,374.4621390838953,0.20733924108157756,-1.2068772401433698,0.00992133796329814,357.07200000000006,358.03174999999976,376.6248999999994,368.3507500000001,45.04034111218915,11.673888,100.12263042256397
TSLA,"Tesla, Inc.",372.11,USD,-1.5425728951685411,45968865,1.2902613223450952,1469666169690.996,USD,Consumer durables,Buy,361.12633494872915,363.5582130647832,370.09513484260725,0.8428184281842855,7.773626437280978,-18.717780690257754,376.8739999999995,365.68425000000013,348.24849999999986,395.62200000000024,345.73074421629656,1.700748,-37.67083622886263
MU,"Micron Technology, Inc.",1082.28,USD,0.16195755786512175,20922578,0.845103691847111,1222319561051.7996,USD,Electronic technology,Strong buy,992.4085530982662,955.7371939921638,886.232579338612,9.907942907338665,16.909715470866544,266.7191867852605,1074.962,994.1425000000003,941.6151000000001,661.0981750000002,24.501438690938397,73.766324,697.287150515315
LLY,Eli Lilly and Company,1183.46,USD,0.13283808137812622,1924207,0.8231549804566641,1114058434903.7097,USD,Health technology,Strong buy,1165.5906893952754,1157.1972318321018,1133.6877306644374,2.9095652173913074,-4.095623987034033,9.946116685247114,1170.2739999999992,1150.8074999999994,1177.4116000000001,1070.0948499999995,40.2139379049988,36.579478,95.1428306190653
